Order ID,Quantity,Profit,Discount,Sales,Location ID,Order Date,Customer ID,Product ID
US-2016-125969,3,26.2416,0.0,238.56,25,61,60,124
US-2017-164147,5,-11.994000000000002,0.4,59.97,47,62,61,125
US-2017-164147,2,29.364,0.2,78.304,47,62,61,126
US-2017-164147,9,6.9732,0.2,21.456,47,62,61,127
CA-2016-145583,3,9.6192,0.0,20.04,52,63,62,128
CA-2016-145583,1,16.6568,0.0,35.44,52,63,62,129
CA-2016-145583,4,3.4560000000000004,0.0,11.52,52,63,62,130
CA-2016-145583,2,1.9698,0.0,4.02,52,63,62,131
CA-2016-145583,3,26.6616,0.2,76.176,52,63,62,132
CA-2016-145583,6,18.4464,0.0,65.88,52,63,62,133
CA-2016-145583,14,20.6976,0.0,43.12,52,63,62,50
CA-2016-110366,2,10.35,0.2,82.8,11,64,63,28
CA-2017-106180,3,2.3814,0.0,8.82,34,65,64,134
CA-2017-106180,3,5.1042,0.0,10.86,34,65,64,135
CA-2017-106180,3,68.976,0.0,143.7,34,65,64,136
CA-2017-155376,3,218.2518,0.0,839.43,53,66,65,137
CA-2015-110744,7,20.1579,0.0,671.93,54,67,66,82
CA-2014-110072,4,12.9096,0.2,93.88799999999999,55,68,67,138
CA-2016-114489,11,103.8015,0.0,384.45,56,5,68,139
CA-2016-114489,3,5.9988,0.0,149.97,56,5,68,140
CA-2016-114489,8,585.552,0.0,1951.84,56,5,68,1
CA-2016-114489,5,80.6285,0.0,171.55,56,5,68,141
CA-2016-158834,5,17.766,0.2,157.92,57,69,69,142
CA-2016-158834,2,15.2388,0.2,203.18400000000003,57,69,69,143
CA-2015-124919,7,26.271,0.0,58.38,58,70,70,144
CA-2015-124919,4,48.5392,0.0,105.52,58,70,70,145
CA-2015-124919,6,21.0288,0.0,80.88,58,70,70,146
CA-2015-118948,3,1.7901,0.0,6.63,59,71,71,147
CA-2014-104269,2,51.4764,0.2,457.56800000000004,60,72,72,120
CA-2016-114104,2,6.8714,0.0,14.62,61,73,73,148
CA-2016-114104,7,236.2325,0.0,944.93,61,73,73,149
CA-2016-162733,1,2.6910000000000003,0.0,5.98,62,74,74,150
CA-2015-119697,2,1.3596,0.2,54.38399999999999,63,75,75,151
CA-2016-154508,5,13.347999999999999,0.0,28.4,64,76,76,152
CA-2016-113817,2,9.687999999999999,0.2,27.68,60,77,77,153
CA-2014-139892,3,2.7324,0.2,9.936,65,78,78,154
CA-2014-139892,8,-1359.9920000000002,0.4,8159.951999999999,65,78,78,155
CA-2014-139892,3,-58.6347,0.2,275.928,65,78,78,156
CA-2014-139892,9,-24.858,0.3,1740.06,65,78,78,157
CA-2014-139892,6,6.8136,0.2,32.064,65,78,78,158
CA-2014-139892,5,-453.849,0.8,177.98,65,78,78,159
CA-2014-139892,3,8.9985,0.2,143.976,65,78,78,160
CA-2014-118962,3,9.8418,0.0,20.94,25,79,79,161
CA-2014-118962,2,53.2608,0.0,110.96,25,79,79,162
CA-2014-118962,7,21.259,0.2,340.144,25,79,79,163
US-2014-100853,2,-131.12,0.8,52.448,36,80,80,164
US-2014-100853,4,6.5520000000000005,0.2,20.16,36,80,80,165
US-2017-152366,4,-243.16,0.8,97.264,66,81,81,166
US-2015-101511,7,-11.3372,0.3,396.80199999999996,55,82,32,167
US-2015-101511,5,-3.7715,0.2,15.88,55,82,32,168
CA-2015-137225,1,1.4104,0.0,3.28,29,83,82,169
CA-2014-166191,2,1.8612,0.2,24.816,67,29,83,170
CA-2014-166191,7,76.6395,0.2,408.744,67,29,83,171
CA-2014-158274,4,131.0296,0.0,503.96,68,84,84,172
CA-2014-158274,5,41.986000000000004,0.0,149.95,68,84,84,173
CA-2014-158274,2,7.25,0.0,29.0,68,84,84,174
CA-2016-105018,2,3.4368,0.0,7.16,69,85,85,175
CA-2014-123260,8,22.984,0.0,176.8,3,86,86,176
CA-2016-157000,3,3.7224,0.2,37.224000000000004,70,87,87,177
CA-2016-157000,3,6.255,0.2,20.016,70,87,87,144
CA-2015-102281,4,112.39200000000001,0.2,899.1360000000001,45,88,88,178
CA-2015-102281,6,20.0928,0.0,71.76,45,88,88,179
CA-2015-102281,8,24.8832,0.0,51.84,45,88,88,180
CA-2015-102281,3,46.9764,0.2,626.352,45,88,88,37
CA-2015-102281,5,6.567,0.0,19.9,45,88,88,181
CA-2015-131457,7,6.7116,0.0,14.28,71,89,89,29
CA-2014-140004,2,1.2038,0.2,7.4079999999999995,72,90,90,182
CA-2014-140004,3,1.5876,0.2,6.047999999999999,72,90,90,183
CA-2017-107720,3,12.0276,0.0,46.26,73,44,91,184
US-2017-124303,2,-2.2586,0.7,2.946,74,91,92,185
US-2017-124303,3,5.8203,0.2,16.055999999999997,74,91,92,186
CA-2017-105074,3,6.795,0.2,21.744,75,92,93,187
CA-2014-133690,2,-161.875,0.5,218.75,76,93,94,188
CA-2014-133690,1,0.2925,0.2,2.6,76,93,94,189
US-2017-116701,2,-178.9668,0.8,66.28399999999999,77,94,95,190
CA-2017-126382,7,9.6712,0.2,35.168,78,95,96,191
CA-2017-108329,4,44.4768,0.2,444.76800000000003,79,34,97,192
CA-2017-135860,4,5.8744,0.0,83.92,80,96,98,193
CA-2017-135860,2,35.6346,0.0,131.98,80,96,98,194
CA-2017-135860,4,7.4824,0.0,15.92,80,96,98,122
CA-2017-135860,9,16.2099,0.0,52.29,80,96,98,195
CA-2017-135860,1,3.6796,0.0,91.99,80,96,98,196
CA-2015-101007,2,6.5,0.2,20.8,77,97,99,197
CA-2015-146262,2,8.88,0.2,23.68,81,98,100,198
CA-2015-146262,5,-244.32299999999998,0.5,452.45,81,98,100,199
CA-2015-146262,3,-14.6958,0.4,62.982,81,98,100,104
CA-2015-146262,9,-950.4,0.7,1188.0,81,98,100,200
CA-2015-146262,2,4.4792,0.2,89.584,81,98,100,201
CA-2016-130162,6,26.0568,0.0,93.06,3,99,101,177
CA-2016-130162,3,22.6782,0.2,302.376,3,99,101,202
CA-2015-169397,2,1.8148,0.2,5.584,82,100,102,203
CA-2015-169397,6,8.2302,0.2,22.704,82,100,102,204
CA-2015-169397,4,-13.8432,0.7,19.776,82,100,102,91
CA-2015-169397,4,19.0848,0.2,72.704,82,100,102,205
CA-2015-169397,4,-383.9904,0.7,479.98800000000006,82,100,102,206
CA-2015-169397,2,2.7168,0.2,27.168000000000003,82,100,102,207
CA-2015-163055,1,0.968,0.0,2.2,83,101,103,208
CA-2015-163055,5,136.939,0.0,622.45,83,101,103,209
CA-2015-163055,1,0.2198,0.0,21.98,83,101,103,210
US-2015-145436,2,-28.2744,0.2,161.56799999999998,84,102,104,211
US-2015-145436,8,43.8408,0.2,389.69599999999997,84,102,104,212
US-2014-156216,7,-12.432,0.7,18.648,43,103,105,213
US-2017-100930,2,-102.04799999999999,0.45,233.86,85,104,37,214
US-2017-100930,3,-248.2458,0.45,620.6145,85,104,37,215
US-2017-100930,2,-3.552,0.7,5.327999999999999,85,104,37,213
US-2017-100930,3,0.0,0.2,258.072,85,104,37,216
US-2017-100930,3,-7.7247,0.2,617.976,85,104,37,217
CA-2017-160514,2,4.752,0.0,10.56,86,105,106,218
CA-2016-157749,5,9.396,0.2,25.92,26,30,107,219
CA-2016-157749,5,-356.728,0.6,419.68,26,30,107,220
CA-2016-157749,3,-4.6752,0.6,11.687999999999999,26,30,107,221
CA-2016-157749,2,11.1944,0.2,31.984,26,30,107,222
CA-2016-157749,5,-120.51299999999999,0.5,177.225,26,30,107,223
CA-2016-157749,3,-2.8308,0.6,4.044,26,30,107,224
CA-2016-157749,2,1.2038,0.2,7.4079999999999995,26,30,107,182
CA-2014-131926,7,580.5394,0.0,2001.86,87,106,108,120
CA-2014-131926,2,41.68,0.0,166.72,87,106,108,225
CA-2014-131926,6,23.94,0.0,47.88,87,106,108,226
CA-2014-131926,5,496.0725,0.0,1503.25,87,106,108,227
CA-2014-131926,4,12.4416,0.0,25.92,87,106,108,180
CA-2016-154739,2,28.1372,0.2,321.568,9,107,109,228
CA-2016-145625,1,3.5767,0.0,7.61,88,108,110,229
CA-2016-145625,13,636.0003,0.0,3347.37,88,108,110,217
CA-2016-146941,6,22.5624,0.0,80.58,23,107,111,230
CA-2016-146941,4,162.864,0.0,361.92,23,107,111,231
US-2015-159982,9,-8.4924,0.6,12.132,36,109,112,224
US-2015-159982,2,-19.5624,0.2,82.368,36,109,112,232
US-2015-159982,5,4.044,0.2,53.92,36,109,112,146
US-2015-159982,6,56.6916,0.2,647.904,36,109,112,233
CA-2017-163139,3,6.9258,0.0,20.37,29,96,113,234
CA-2017-163139,3,6.6465,0.0,221.55,29,96,113,235
CA-2017-163139,5,6.132000000000001,0.2,17.52,29,96,113,236
US-2017-155299,2,-4.466,0.8,1.624,89,110,114,237
US-2014-106992,3,-509.99699999999996,0.4,3059.982,66,111,115,155
US-2014-106992,7,-251.9958,0.4,2519.958,66,111,115,238
CA-2016-125318,4,28.7196,0.2,328.224,26,112,116,239
CA-2015-155040,2,35.156,0.0,79.9,90,113,117,240
CA-2017-136826,3,4.7304,0.2,14.015999999999998,91,114,118,241
CA-2016-111010,6,0.3024,0.0,7.56,92,115,38,242
US-2017-145366,1,-7.4416,0.2,37.208,93,34,119,243
US-2017-145366,3,21.590999999999998,0.2,57.576,93,34,119,244
CA-2017-163979,4,210.4936,0.0,725.84,94,116,120,245
CA-2015-155334,7,92.3692,0.0,209.93,9,117,66,246
CA-2015-155334,3,2.3232,0.0,5.28,9,117,66,247
CA-2015-155334,3,4.095,0.2,10.92,9,117,66,248
CA-2017-118136,2,4.0572,0.0,8.82,95,118,121,249
CA-2017-118136,1,1.5548,0.0,5.98,95,118,121,250
CA-2017-132976,2,4.0768,0.2,11.648,11,119,122,251
CA-2017-132976,4,5.9072,0.2,18.176,11,119,122,252
CA-2017-132976,6,5.9712,0.2,59.711999999999996,11,119,122,253
CA-2017-132976,3,8.693999999999999,0.2,24.84,11,119,122,254
US-2015-161991,5,-3.432,0.8,2.08,32,120,56,255
US-2015-161991,7,376.11,0.2,1114.4,32,120,56,256
CA-2015-130890,5,51.942,0.2,1038.84,25,121,123,257
CA-2015-130883,5,47.843999999999994,0.2,141.76,40,120,14,258
CA-2015-130883,5,47.96,0.2,239.8,40,120,14,259
CA-2015-130883,6,10.8864,0.2,31.104,40,120,14,260
CA-2016-112697,7,-169.372,0.7,254.058,96,122,124,261
CA-2016-112697,2,24.316,0.2,194.528,96,122,124,166
CA-2016-112697,5,-204.3145,0.2,961.48,96,122,124,262
CA-2016-110772,7,6.6836,0.2,19.096,47,73,125,263
CA-2016-110772,8,6.2424,0.2,18.496,47,73,125,264
CA-2016-110772,2,54.3966,0.2,255.984,47,73,125,265
CA-2016-110772,3,-48.7032,0.5,86.97,47,73,125,266
CA-2014-111451,8,78.8592,0.2,300.416,97,58,126,267
CA-2014-111451,3,20.1558,0.2,230.352,97,58,126,268
CA-2014-111451,3,-24.5646,0.2,218.352,97,58,126,269
CA-2014-111451,5,-62.88,0.7,78.6,97,58,126,270
CA-2014-111451,3,9.2988,0.2,27.552,97,58,126,271
CA-2016-142545,5,15.552,0.0,32.4,98,99,63,272
CA-2016-142545,8,10.8248,0.0,1082.48,98,99,63,273
CA-2016-142545,3,27.3168,0.0,56.91,98,99,63,274
CA-2016-142545,4,38.024,0.0,77.6,98,99,63,275
CA-2016-142545,1,6.5688,0.0,14.28,98,99,63,276
US-2017-152380,3,-131.445,0.5,219.075,36,123,101,277
CA-2015-144253,2,12.864,0.0,26.8,23,124,127,278
CA-2014-130960,3,2.8536,0.0,9.84,99,125,33,279
CA-2014-111003,3,20.9208,0.0,45.48,100,106,128,280
CA-2014-111003,6,83.868,0.0,289.2,100,106,128,281
CA-2017-126774,1,2.0049,0.0,4.89,101,4,129,282
CA-2016-142902,4,3.5948,0.2,15.136,102,126,130,283
CA-2016-142902,2,52.5114,0.2,466.76800000000003,102,126,130,284
CA-2016-142902,1,1.7136,0.2,15.232000000000001,102,126,130,285
CA-2016-142902,3,2.0358,0.2,6.263999999999999,102,126,130,286
CA-2014-120887,3,37.6422,0.0,87.54,103,127,131,287
CA-2014-167850,2,22.298000000000002,0.2,178.38400000000001,104,128,132,288
CA-2014-167850,3,5.4432,0.2,15.552,104,128,132,289
CA-2014-164259,4,8.6744,0.2,99.13600000000001,105,129,133,290
CA-2014-164973,1,24.1568,0.1,135.882,23,130,134,291
CA-2014-164973,2,1995.99,0.0,3991.98,23,130,134,292
CA-2014-164973,6,80.0226,0.0,275.94,23,130,134,40
CA-2014-164973,4,129.6,0.0,360.0,23,130,134,293
CA-2014-164973,1,13.071,0.0,43.57,23,130,134,123
CA-2014-156601,2,3.58,0.0,7.16,106,111,135,294
CA-2016-162138,6,81.744,0.2,251.52,107,131,136,270
CA-2016-162138,1,34.9965,0.0,99.99,107,131,136,295
CA-2017-153339,1,0.9995,0.2,15.992,108,132,137,296
US-2016-141544,3,-67.8762,0.4,290.89799999999997,105,133,138,297
US-2016-141544,2,3.389,0.2,54.224,105,133,138,298
US-2016-141544,4,-258.5016,0.3,786.7439999999999,105,133,138,299
US-2016-141544,10,33.830999999999996,0.2,100.24,105,133,138,300
US-2016-141544,6,-27.6936,0.7,37.764,105,133,138,301
US-2016-150147,2,-20.7,0.4,82.8,63,134,139,302
US-2016-150147,2,-13.815999999999999,0.7,20.724,63,134,139,303
US-2016-150147,3,-3.4272,0.7,4.896,63,134,139,304
CA-2015-137946,1,1.6038,0.2,4.752,62,135,140,305
CA-2015-137946,2,335.9944,0.2,959.9839999999999,62,135,140,306
CA-2015-137946,4,4.49,0.2,14.368,62,135,140,307
CA-2014-129924,2,2.7956,0.2,7.712000000000001,34,136,141,308
CA-2014-129924,3,-17.4588,0.2,698.352,34,136,141,309
CA-2015-128167,4,2.3312,0.0,4.96,109,137,107,310
CA-2014-122336,4,1.1159999999999999,0.2,17.855999999999998,11,138,63,311
CA-2014-122336,10,-407.976,0.7,509.97,11,138,63,13
CA-2014-122336,13,10.0724,0.2,30.991999999999997,11,138,63,127
CA-2014-122336,12,8.3916,0.4,71.928,11,138,63,312
US-2015-120712,4,-2.22,0.2,88.8,110,139,79,17
CA-2017-169901,3,4.7976,0.2,47.976000000000006,34,140,142,125
CA-2017-134306,3,3.0996,0.0,7.56,111,141,143,183
CA-2017-134306,2,11.5432,0.0,24.56,111,141,143,33
CA-2017-134306,2,4.1472,0.0,12.96,111,141,143,313
CA-2016-129714,1,2.3086,0.0,6.79,29,142,144,234
CA-2016-129714,2,11.5432,0.0,24.56,29,142,144,314
CA-2016-129714,1,1.0668,0.2,3.048,29,142,144,315
CA-2016-129714,4,23.0864,0.0,49.12,29,142,144,314
CA-2016-129714,4,1415.4296,0.2,4355.168,29,142,144,316
CA-2016-138520,6,-4.8588,0.2,388.704,45,143,145,317
CA-2016-138520,2,3.7996,0.0,8.26,45,143,145,318
CA-2016-138520,4,6.9864,0.0,17.04,45,143,145,319
CA-2016-138520,5,15.824000000000002,0.0,34.4,45,143,145,320
CA-2016-130001,5,11.325,0.2,36.24,43,131,96,187
CA-2017-155698,8,168.4384,0.0,647.84,112,144,146,321
CA-2017-155698,2,9.936,0.0,20.7,112,144,146,322
CA-2017-144904,2,9.936,0.0,20.7,29,145,147,322
CA-2017-144904,3,86.8704,0.1,488.64599999999996,29,145,147,323
CA-2017-144904,2,1.4456,0.0,5.56,29,145,147,324
CA-2017-144904,8,20.7328,0.0,47.12,29,145,147,325
CA-2014-123344,4,8.4784,0.0,211.96,9,146,148,45
CA-2016-155516,4,10.44,0.0,23.2,113,147,149,326
CA-2016-155516,2,0.1472,0.0,7.36,113,147,149,327
CA-2016-155516,7,29.3412,0.0,104.79,113,147,149,328
CA-2016-155516,4,271.4192,0.0,1043.92,113,147,149,37
CA-2017-104745,5,9.396,0.2,25.92,114,148,150,329
CA-2017-104745,3,4.6746,0.2,53.424,114,148,150,330
US-2014-119137,5,-5.712000000000001,0.7,8.16,115,149,151,304
US-2014-119137,8,179.1888,0.2,1023.936,115,149,151,331
US-2014-119137,1,0.924,0.2,9.24,115,149,151,332
US-2014-119137,10,-29.94,0.2,479.04,115,149,151,333
US-2016-134656,4,30.98,0.2,99.13600000000001,116,150,152,334
US-2017-134481,7,-297.6848,0.3,1488.424,117,151,153,335
CA-2015-130792,3,-20.3322,0.8,8.652000000000001,14,152,154,336
CA-2015-130792,3,2.6811,0.2,23.831999999999997,14,152,154,337
CA-2015-130792,4,-18.8728,0.8,12.175999999999998,14,152,154,338
CA-2016-134775,7,25.48,0.0,50.96,9,99,155,339
CA-2016-134775,3,17.3376,0.2,49.536,9,99,155,340
CA-2015-125395,2,8.799,0.0,41.9,99,153,156,341
US-2015-168935,3,-157.0095,0.45,375.4575,118,154,157,342
US-2015-168935,3,-1.0497,0.2,83.976,118,154,157,343
CA-2015-122756,4,-337.63800000000003,0.7,482.34,11,155,158,344
CA-2015-122756,1,0.777,0.2,2.96,11,155,158,345
CA-2014-115973,1,0.4264,0.2,2.6239999999999997,93,156,159,346
CA-2017-101798,4,7.8839999999999995,0.2,23.36,29,157,160,347
CA-2017-101798,2,13.5932,0.0,39.98,29,157,160,84
US-2014-135972,2,27.7182,0.2,246.38400000000001,119,158,161,348
US-2014-135972,3,701.9883,0.0,1799.97,119,158,161,349
US-2014-134971,3,-20.5623,0.8,12.462,120,159,162,350
CA-2017-102946,3,25.5798,0.2,75.792,121,160,163,351
CA-2017-165603,2,9.4924,0.0,49.96,122,161,164,352
CA-2017-165603,2,6.2208,0.0,12.96,122,161,164,353
CA-2015-122259,4,21.035999999999998,0.0,70.12,30,89,6,354
CA-2016-108987,3,3.5952,0.2,35.952,66,162,165,355
CA-2016-108987,4,-317.1528,0.32,2396.2656,66,162,165,26
CA-2016-108987,4,-32.784,0.2,131.136,66,162,165,356
CA-2016-108987,2,0.7198,0.2,57.583999999999996,66,162,165,357
CA-2014-113166,2,3.4684,0.2,9.568,123,163,166,358
CA-2014-155208,6,9.767999999999999,0.2,39.071999999999996,124,164,70,359
CA-2017-117933,3,9.6957,0.0,35.91,23,165,167,360
CA-2017-117457,5,37.7895,0.0,179.95,94,166,168,357
CA-2017-117457,3,434.9913,0.2,1199.976,94,166,168,361
CA-2017-117457,5,13.3035,0.0,27.15,94,166,168,362
CA-2017-117457,7,-112.9527,0.2,1004.0239999999999,94,166,168,363
CA-2017-117457,1,4.6464,0.0,9.68,94,166,168,364
CA-2017-117457,9,13.607999999999999,0.0,28.35,94,166,168,365
CA-2017-117457,1,27.4302,0.0,55.98,94,166,168,314
CA-2017-117457,13,31.4548,0.15,1336.829,94,166,168,366
CA-2017-117457,2,-18.4548,0.2,113.568,94,166,168,367
CA-2017-142636,7,65.7342,0.0,139.86,59,132,169,368
CA-2017-142636,4,26.8744,0.2,307.13599999999997,59,132,169,268
CA-2017-122105,8,25.8984,0.0,95.92,125,92,170,369
CA-2016-148796,5,38.38,0.2,383.8,25,167,171,370
CA-2017-154816,1,2.8322,0.0,5.78,126,44,146,371
CA-2017-110478,4,2.7028,0.0,9.32,62,168,133,372
CA-2017-110478,1,7.015,0.0,15.25,62,168,133,373
CA-2014-142048,6,56.5662,0.2,196.752,127,169,32,374
CA-2017-125388,4,14.7056,0.0,56.56,128,15,172,375
CA-2017-125388,3,8.502,0.0,32.7,128,15,172,376
